,lectureName,price,lectureLink,thumbnail,level,lecturer,siteIdx,rating,contents,category,subCategory,type,language,totalDuration,numOfLectures
27,JavaScript Promises in Depth,-1,https://egghead.io/courses/javascript-promises-in-depth,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/185/thumb/JSPromises_Final.png,0.0,Marius Schulz,8,4.7,Introduction to JavaScript Promises in DepthCreate a Promise Chain in JavaScript with Promise.prototype.then()Catch Errors in a JavaScript Promise Chain with Promise.prototype.catch()Execute Cleanup Logic in a JavaScript Promise Chain with Promise.prototype.finally()Create a Rejected Promise in JavaScript with Promise.reject()Create a Resolved Promise in JavaScript with Promise.resolve()Create a New Promise in JavaScript with the Promise ConstructorConvert a Callback-Based JavaScript Function to a Promise-Based OneWait for the Fastest JavaScript Promise to Settle with Promise.race()Wait for Multiple JavaScript Promises to Be Fulfilled with Promise.all()Wait for Multiple JavaScript Promises to Settle with Promise.allSettled()Wait for the Fastest JavaScript Promise to Be Fulfilled with Promise.any()Await a JavaScript Promise in an async Function with the await Operator,other,JavaScript,on,en,67,13
28,Test Production Ready Apps with Cypress,-1,https://egghead.io/courses/test-production-ready-apps-with-cypress,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/306/thumb/EGH_Cypressapps.png,0.0,Brett Cassette,8,4.4,Course Introduction: Test Production Ready Apps with CypressInstall Cypress in a Production ApplicationSetup Your Cypress Dev EnvironmentWrite Your First Cypress Integration TestUse the Most Robust Selector for Cypress TestsDebug and Log with CypressMock Your Backend with CypressAssert on Your Redux Store with CypressCreate Custom Cypress CommandsWrap External Libraries with CypressReuse Data with Cypress FixturesMock Network Retries with CypressFind Unstubbed Cypress Requests with Force 404Extend Cypress with PluginsSeed Your Database in CypressProductionize Your Database Seeder in CypressAssert on Database Snapshots in CypressAssert on XHR Requests in CypressFull End-To-End Testing in Cypress,app,other,on,en,76,19
29,React Context for State Management,-1,https://egghead.io/courses/react-context-for-state-management,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/262/thumb/EGH_ReactContext_Final.png,0.0,Dave Ceddia,8,4.6,Introduction to React Context for State Management Avoid passing props deeply by using React ContextPass Data With a Callback Through React ContextHide the Implementation Details of a Context ProviderUse Multiple React Context Providers in the Same AppUse a React Context Consumer Outside of the Matching ProviderUse React Context to Display NotificationsUse contextType to Consume Context in a React Class Without a ConsumerUse the useContext Hook to Consume Context in Function ComponentsTest a Component That Uses a React Context ConsumerTest a Component That Uses a React Context ProviderPerformantly Render a Large List of Items with React Context,web,React.js,on,en,35,12
30,Execute npm Package Binaries with the npx Package Runner,-1,https://egghead.io/courses/execute-npm-package-binaries-with-the-npx-package-runner,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/221/thumb/EGH_NPM-NPX_Final.png,0.0,Elijah Manor,8,4.6,Introduction to Execute npm Package Binaries with the npx Package RunnerUse npx to run locally installed node modulesUse npx to Temporarily Install and Invoke a Package from npmTest Different Node Module Versions with npxUse npx to run commands with different Node.js versionsExecute npx commands with $npm_ Environment VariablesExecute Code from a Remote GitHub Branch with npxUse npx to execute code from a GitHub gist,language,other,on,en,17,8
31,CSS Fundamentals,-1,https://egghead.io/courses/css-fundamentals,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/227/thumb/EGH_CSSFundamentals_Final.png,0.0,Tyler Clark,8,4.4,Set CSS Properties and Values (syntax)Use Selectors to Style HTML ElementsUtilize Selector Specificity to Control Applied Styles  Style Elements Using the Cascade Apply CSS Styles with InheritanceDebug CSS with the Chrome DevtoolsUnderstand CSS Layout with the Box ModelControl HTML Elements with Different CSS UnitsManipulate Colors with CSSAdd Backgrounds to HTML ElementsHide and Show HTML Elements with CSSModify Font Style in CSSPositioning HTML Elements using CSSCustomize CSS Selectors with Pseudo ClassesUse CSS Media Queries to Dynamically Apply StylesStyle a Logo and Navigation on a Website with CSS,web,other,on,en,33,16
32,Getting Started with Algolia InstantSearch.js,-1,https://egghead.io/courses/getting-started-with-algolia-instantsearch-js,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/238/thumb/EGH_Agolia-InstantSearch_Final.png,1.0,Raphael Terrier,8,4.6,Anatomy of an Algolia Search API ResponseLeverage the Algolia JS API Client to Display Raw Hits from the API ResponseSet up the Instantsearch JS LibraryHow to Add Instantsearch JS widgets and their common attributes Search an Algolia Index with Instantsearch JS searchbox and hits widgetsDisplay Rich results with templates in the Hits widget for Instantsearch JSHighlight Keywords in Query Results using the Instantsearch JS Hits WidgetFilter Datasets with Facets using Instantsearch JS to add a Refinement ListBrowse results based on a hierarchy of Facets (HierarchicalMenu) in Instantsearch JSRefine a dataset using a numeric range in Instantsearch JS with the Range Input widgetReset all active refinements with the clearRefinements Instantsearch JS widgetPaginate Large Sets of Algolia Data with Instantsearch JS Pagination widgetInform users about the current result set with Instantsearch JS Stats widget,other,other,on,en,26,13
33,The Beginner's Guide to Figma,-1,https://egghead.io/courses/the-beginner-s-guide-to-figma,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/265/thumb/EGH_BeginnerFigma_Final.png,1.0,Joe Previte,8,4.4,"Create a Mobile, Tablet and Desktop Frame in FigmaBuild Reusable Designs with Figma ComponentsAdd a Reusable Figma Component to Multiple FramesCreate a Simple Icon with Figma Ellipse and Pen ToolDuplicate Grouped Vectors to Create a Patterned Logo in FigmaEstablish a Typography System in Figma with Text StylesCreate Figma Color Styles to Reuse Across Frames Reuse a Drop Shadow in Figma with Effect StylesPrototype a Screen Transition in FigmaExport and Share Figma Frames",other,other,on,en,24,10
34,Advanced Bash Automation for Web Developers,-1,https://egghead.io/courses/advanced-bash-automation-for-web-developers,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/239/thumb/EGH_BashAutomation_Final.png,5.0,Cameron Nokes,8,4.4,"Course Overview: Advanced Bash Automation for Web DevelopersCreate Aliases in .bash_profile for Common Bash CommandsAdd Executable Files to $PATH with BashCreate and Copy Multiple Files with Brace Expansions in BashRerun Bash Commands with History ExpansionsSet Default Arguments with Bash Shell Parameter ExpansionsUse Bash Keyboard ShortcutsRead and Use JSON in Bash with jqUse jq and grep to Find Unused Dependencies in a ProjectUnderstand how to Redirect stdin, stdout, and stderr in BashUse exec to Redirect stdio in a git Hook ScriptUse case for Complicated Conditional Statements in BashCreate a Bash Script that Accepts Named Options with getoptsCreate a Bash Script to Open a Pull Request on Github using getoptsSend and Receive Data from a Node.js Script in Bash using the Process ObjectTransform Piped Data from Bash using a Node.js Transform StreamSchedule Timed Jobs on macOS with `launchd`","web,backEnd",other,on,en,52,17
35,Practical Advanced TypeScript,-1,https://egghead.io/courses/practical-advanced-typescript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/216/thumb/EGH_TSGuards_Final.png,5.0,Rares Matei,8,4.6,"Course Overview: Practical Advanced TypeScript FeaturesImprove Readability with TypeScript Numeric Separators when working with Large NumbersMake TypeScript Class Usage Safer with Strict Property InitializationUse the JavaScript “in” operator for automatic type inference in TypeScriptAutomatically infer TypeScript types in switch statementsCreate Explicit and Readable Type Declarations with TypeScript mapped Type ModifiersUse Types vs. InterfacesBuild self-referencing type aliases in TypeScriptSimplify iteration of custom data structures in TypeScript with iteratorsUse the TypeScript ""unknown"" type to avoid runtime errorsDynamically Allocate Function Types with Conditional Types in TypeScriptUse TypeScript conditional types to create a reusable Flatten typeInfer the Return Type of a Generic Function Type ParameterDeeply mark all the properties of a type as read-only in TypeScriptDynamically initialize class properties using TypeScript decorators",other,TypeScript,on,en,62,15
36,Fully Connected Neural Networks with Keras,-1,https://egghead.io/courses/fully-connected-neural-networks-with-keras,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/226/thumb/EGH_KerasNeural_Final.png,0.0,Chris Achard,8,4.6,Course Introduction: Fully Connected Neural Networks with KerasCreate a Fully Connected TensorFlow Neural Network with KerasTrain a Sequential Keras Model with Sample DataSeparate Training and Validation Data Automatically in Keras with validation_splitManually Set Validation Data While Training a Keras ModelEvaluate a Keras Model with Test DataTesting Different Neural Network TopologiesUnderstand the Structure of a Keras Model by Viewing the Model SummaryMake Predictions on New Data with a Trained Keras ModelsSave a Trained Keras Model Weights and Topology to a FileLoad and Use a Saved Keras ModelCreate a Neural Network for Two Category Classification with KerasImport Data From a CSV to Use with a Keras Model Using NumPy’s genfromtxt MethodMake Binary Class Predictions with Keras Using predict and predict_classesCreate a Dense Neural Network for Multi Category Classification with KerasMake Predictions on New Data with a Multi Category Classification NetworkChange the Learning Rate of the Adam Optimizer on a Keras NetworkChange the Optimizer Learning Rate During Keras Model TrainingContinue to Train an Already Trained Keras Model with New Data,other,Python,on,en,38,19
37,JavaScript ES2019 in Practice,-1,https://egghead.io/courses/javascript-es2019-in-practice,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/310/thumb/EGH_ES2019_Final.png,0.0,Mike Sherov,8,4.2,Course Overview: JavaScript ES2019 in PracticeHandle Exceptions with ES2019 Optional Catch Bindings in JavaScriptStable Sort an Array with ES2019 JavaScriptFlatten an Array with ES2019 flat in JavaScriptTrim the End of a String in JavaScript with ES2019 trimEndMap Elements of an Array with ES2019 flatMap Use JavaScript ES2019 flatMap to Map and Filter an ArrayRepresent Collision-free String Constants as Symbols in JavaScriptCreate an Object from a Map or key-value Pairs in JavaScript with ES2019 fromEntries,other,JavaScript,on,en,28,9
38,Functional Programming in JavaScript with Ramda.js,-1,https://egghead.io/courses/functional-programming-in-javascript-with-ramda-js,https://d2eip9sf3oo6c2.cloudfront.net/tags/images/000/000/943/thumb/ramda.png,0.0,Andy Van Slaars,8,4.6,"Refactor to Point Free Functions with Ramda using compose and convergeConvert a QueryString to an Object using Function Composition in RamdaSelect a Subset of Properties from a Collection of Objects in RamdaHandle Branching  Logic with Ramda's Conditional FunctionsDeclaratively Map Predicates to Object Properties Using Ramda whereChange Object Properties with Ramda LensesAdd and Remove Items in Arrays using Filter, Reject and Partition in RamdaBuild a Functional Pipeline with Ramda.jsPick and Omit Properties from Objects Using RamdaCurry and Uncurry Functions with RamdaDeclaratively Map Data Transformations to Object Properties Using Ramda evolveHandle Errors in Ramda Pipelines with tryCatchCreate an Array From a Seed Value with Ramda's unfoldConvert a Promise.all Result to an Object with Ramda's zip and zipObjFilter an Array Based on Multiple Predicates with Ramda's allPass FunctionCreate a Query String from an Object using Ramda's toPairs functionConvert Object Methods into Composable Functions with RamdaSort an Array of Objects by Multiple Fields with Ramda's sortWithRefactor a Promise Chain to Function Composition using RamdaRefactor to a Point Free Function with Ramda's useWith FunctionGet a List of Unique Values From Nested Arrays with RamdaDebug Function Compositions with Ramda's Tap FunctionCreate a Reusable Mapping Function with Ramda's MapGet Deeply Nested Properties Safely with Ramda's path and pathOr FunctionsDiscard the High and Low Values From an Array of Numbers with Ramda",other,other,on,en,98,25
